Settlement Date,Settlement Period,INDO
20170428,26,34536
20170428,27,34127
20170428,28,33654
20170428,29,33468
20170428,30,33128
20170428,31,32919
20170428,32,33378
20170428,33,33908
20170428,34,34602
20170428,35,34911
20170428,36,35046
20170428,37,35337
20170428,38,35435
20170428,39,35271
20170428,40,35148
20170428,41,35003
20170428,42,35062
20170428,43,34819
20170428,44,33205
20170428,45,31577
20170428,46,29888
20170428,47,27980
20170428,48,26270
20170428,1,27582
20170428,2,27001
20170428,3,27178
20170428,4,27640
20170428,5,27483
20170428,6,27316
20170428,7,27105
20170428,8,26867
20170428,9,26750
20170428,10,26871
20170428,11,27194
20170428,12,27884
20170428,13,29688
20170428,14,31893
20170428,15,35015
20170428,16,36672
20170428,17,37042
20170428,18,36589
20170428,19,36261
20170428,20,35949
20170428,21,35644
20170428,22,35597
20170428,23,35620
20170428,24,35575
20170428,25,35548
20170428,26,35278
20170428,27,34888
20170428,28,34414
20170428,29,34226
20170428,30,33886
20170428,31,33676
20170428,32,34132
20170428,33,34666
20170428,34,35362
20170428,35,35672
20170428,36,35736
20170428,37,35967
20170428,38,36028
20170428,39,35831
20170428,40,35665
20170428,41,35518
20170428,42,35576
20170428,43,35331
20170428,44,33776
20170428,45,32148
20170428,46,30475
20170428,47,28500
20170428,48,26796
20170429,1,24879
20170429,2,24109
20170429,3,24151
20170429,4,24525
20170429,5,24254
20170429,6,23846
20170429,7,23431
20170429,8,23040
20170429,9,22967
20170429,10,22750
20170429,11,22902
20170429,12,22883
20170429,13,23945
20170429,14,24946
20170429,15,26592
20170429,16,27908
20170429,17,28990
20170429,18,29563
20170429,19,29984
20170429,20,29728
20170429,21,29566
20170429,22,29166
20170429,23,28789
20170429,24,28591
20170429,25,28447
20170429,26,27832
20170429,27,27213
20170429,28,26636
20170429,29,26207
20170429,30,25776
20170429,31,25638
20170429,32,25770
20170429,33,26372
20170429,34,27496
20170429,35,28526
20170429,36,29250
20170429,37,29909
20170429,38,30298
20170429,39,30449
20170429,40,30472
20170429,41,30529
20170429,42,30800
20170429,43,30587
20170429,44,29355
20170429,45,27785
20170429,46,26291
20170429,47,24738
20170429,48,23086
20170429,1,25991
20170429,2,25830
20170429,3,26128
20170429,4,26376
20170429,5,26194
20170429,6,25947
20170429,7,25708
20170429,8,25387
20170429,9,25298
20170429,10,25065
20170429,11,25196
20170429,12,24472
20170429,13,24618
20170429,14,25617
20170429,15,27222
20170429,16,28422
20170429,17,29503
20170429,18,30075
20170429,19,30495
20170429,20,30239
20170429,21,30077
20170429,22,29678
20170429,23,29295
20170429,24,29094
20170429,25,28948
20170429,26,28336
20170429,27,27724
20170429,28,27291
20170429,29,26861
20170429,30,26435
20170429,31,26406
20170429,32,26537
20170429,33,27136
20170429,34,28005
20170429,35,29039
20170429,36,29762
20170429,37,30421
20170429,38,30809
20170429,39,30960
20170429,40,30988
20170429,41,31043
20170429,42,31315
20170429,43,31104
20170429,44,29867
20170429,45,28296
20170429,46,26803
20170429,47,25251
20170429,48,23601
20170430,1,22039
20170430,2,21319
20170430,3,21116
20170430,4,21337
20170430,5,21031
20170430,6,20514
20170430,7,20058
20170430,8,19788
20170430,9,19541
20170430,10,19347
20170430,11,19163
20170430,12,18719
20170430,13,19229
20170430,14,19687
20170430,15,20551
20170430,16,21148
20170430,17,22223
20170430,18,22743
20170430,19,23547
20170430,20,23841
20170430,21,24040
20170430,22,23838
20170430,23,23731
20170430,24,24003
20170430,25,24244
20170430,26,24253
20170430,27,23999
20170430,28,23779
20170430,29,23745
20170430,30,23905
20170430,31,24460
20170430,32,25156
20170430,33,26193
20170430,34,27082
20170430,35,28038
20170430,36,28521
20170430,37,28940
20170430,38,29237
20170430,39,29490
20170430,40,29367
20170430,41,29720
20170430,42,29963
20170430,43,29877
20170430,44,28863
20170430,45,27653
20170430,46,26223
20170430,47,24535
20170430,48,23258
20170430,1,23037
20170430,2,22606
20170430,3,22728
20170430,4,22728
20170430,5,22693
20170430,6,22393
20170430,7,22343
20170430,8,22243
20170430,9,21661
20170430,10,21732
20170430,11,21520
20170430,12,21375
20170430,13,21558
20170430,14,22020
20170430,15,22784
20170430,16,22653
20170430,17,22977
20170430,18,23370
20170430,19,24176
20170430,20,24469
20170430,21,24665
20170430,22,24461
20170430,23,24353
20170430,24,24620
20170430,25,24861
20170430,26,24867
20170430,27,24667
20170430,28,24455
20170430,29,24447
20170430,30,24608
20170430,31,25165
20170430,32,25786
20170430,33,26813
20170430,34,27704
20170430,35,28664
20170430,36,29144
20170430,37,29560
20170430,38,29853
20170430,39,30106
20170430,40,29993
20170430,41,30341
20170430,42,30512
20170430,43,30386
20170430,44,29375
20170430,45,28158
20170430,46,26739
20170430,47,25112
20170430,48,24214
20170501,1,22167
20170501,2,21627
20170501,3,21773
20170501,4,22236
20170501,5,22178
20170501,6,21713
20170501,7,21360
20170501,8,20997
20170501,9,20879
20170501,10,20840
20170501,11,21032
20170501,12,21025
20170501,13,21903
20170501,14,22682
20170501,15,24021
20170501,16,25006
20170501,17,26226
20170501,18,26947
20170501,19,27940
20170501,20,28328
20170501,21,28633
20170501,22,28695
20170501,23,28399
20170501,24,28100
20170501,25,28030
20170501,26,27653
20170501,27,27020
20170501,28,26653
20170501,29,26380
20170501,30,26186
20170501,31,26235
20170501,32,26529
20170501,33,27505
20170501,34,28956
20170501,35,30126
20170501,36,31073
20170501,37,31504
20170501,38,31717
20170501,39,31879
20170501,40,31943
20170501,41,32038
20170501,42,32199
20170501,43,32170
20170501,44,30924
20170501,45,29818
20170501,46,27975
20170501,47,26165
20170501,48,24522
20170501,1,23263
20170501,2,22722
20170501,3,23104
20170501,4,23489
20170501,5,23431
20170501,6,23080
20170501,7,23032
20170501,8,22997
20170501,9,23055
20170501,10,23160
20170501,11,23330
20170501,12,23310
20170501,13,24119
20170501,14,24808
20170501,15,25618
20170501,16,25882
20170501,17,26741
20170501,18,27460
20170501,19,28454
20170501,20,28923
20170501,21,29163
20170501,22,29202
20170501,23,28904
20170501,24,28661
20170501,25,28618
20170501,26,28498
20170501,27,27855
20170501,28,27546
20170501,29,27274
20170501,30,27080
20170501,31,27130
20170501,32,27423
20170501,33,28398
20170501,34,29810
20170501,35,30917
20170501,36,31790
20170501,37,32026
20170501,38,32220
20170501,39,32384
20170501,40,32446
20170501,41,32547
20170501,42,32713
20170501,43,32684
20170501,44,31438
20170501,45,30321
20170501,46,28483
20170501,47,26678
20170501,48,25236
20170502,1,23359
20170502,2,22751
20170502,3,22800
20170502,4,23273
20170502,5,23117
20170502,6,22864
20170502,7,22777
20170502,8,22687
20170502,9,22541
20170502,10,22557
20170502,11,23137
20170502,12,24004
20170502,13,26830
20170502,14,29637
20170502,15,32725
20170502,16,34035
20170502,17,34177
20170502,18,33367
20170502,19,33123
20170502,20,32480
20170502,21,31746
20170502,22,31482
20170502,23,31474
20170502,24,31537
20170502,25,31860
20170502,26,31633
20170502,27,31614
20170502,28,31654
20170502,29,31870
20170502,30,31842
20170502,31,31998
20170502,32,32787
20170502,33,33801
20170502,34,34564
20170502,35,35053
20170502,36,35409
20170502,37,35470
20170502,38,35489
20170502,39,35416
20170502,40,35192
20170502,41,35172
20170502,42,34888
20170502,43,34567
20170502,44,33140
20170502,45,30945
20170502,46,28664
20170502,47,26616
20170502,48,25138
20170502,1,24958
20170502,2,24840
20170502,3,25008
20170502,4,25485
20170502,5,25306
20170502,6,25045
20170502,7,25057
20170502,8,24970
20170502,9,24806
20170502,10,24807
20170502,11,25241
20170502,12,25996
20170502,13,28302
20170502,14,30156
20170502,15,33228
20170502,16,34540
20170502,17,34721
20170502,18,34057
20170502,19,33876
20170502,20,33238
20170502,21,32504
20170502,22,32299
20170502,23,32383
20170502,24,32446
20170502,25,32769
20170502,26,32530
20170502,27,32367
20170502,28,32408
20170502,29,32623
20170502,30,32595
20170502,31,32752
20170502,32,33540
20170502,33,34555
20170502,34,35322
20170502,35,35775
20170502,36,36134
20170502,37,36137
20170502,38,36037
20170502,39,35939
20170502,40,35694
20170502,41,35674
20170502,42,35392
20170502,43,35069
20170502,44,33717
20170502,45,31774
20170502,46,29490
20170502,47,27389
20170502,48,26134
20170503,1,23740
20170503,2,23123
20170503,3,23123
20170503,4,23497
20170503,5,23306
20170503,6,22973
20170503,7,22507
20170503,8,22133
20170503,9,22031
20170503,10,22163
20170503,11,22592
20170503,12,23504
20170503,13,26332
20170503,14,29029
20170503,15,32106
20170503,16,33377
20170503,17,33884
20170503,18,33255
20170503,19,33172
20170503,20,32736
20170503,21,32236
20170503,22,32089
20170503,23,32128
20170503,24,32143
20170503,25,31370
20170503,26,31708
20170503,27,31524
20170503,28,31345
20170503,29,31264
20170503,30,31209
20170503,31,31288
20170503,32,32013
20170503,33,33068
20170503,34,34072
20170503,35,35024
20170503,36,35274
20170503,37,35257
20170503,38,35344
20170503,39,35384
20170503,40,35160
20170503,41,34925
20170503,42,34762
20170503,43,34383
20170503,44,32731
20170503,45,30857
20170503,46,28628
20170503,47,26490
20170503,48,24848
20170503,1,25464
20170503,2,25315
20170503,3,25306
20170503,4,25668
20170503,5,25470
20170503,6,25133
20170503,7,24660
20170503,8,24271
20170503,9,24156
20170503,10,24273
20170503,11,24707
20170503,12,25603
20170503,13,27473
20170503,14,29539
20170503,15,32612
20170503,16,33884
20170503,17,34421
20170503,18,33940
20170503,19,33929
20170503,20,33494
20170503,21,32992
20170503,22,32815
20170503,23,32861
20170503,24,32896
20170503,25,32127
20170503,26,32464
20170503,27,32808
20170503,28,32609
20170503,29,32562
20170503,30,32509
20170503,31,32067
20170503,32,32918
20170503,33,33638
20170503,34,34673
20170503,35,35646
20170503,36,35859
20170503,37,35898
20170503,38,35914
20170503,39,35911
20170503,40,35780
20170503,41,35584
20170503,42,35400
20170503,43,35064
20170503,44,33470
20170503,45,31699
20170503,46,29327
20170503,47,27008
20170503,48,25365
20170504,1,23695
20170504,2,23214
20170504,3,23189
20170504,4,23539
20170504,5,23284
20170504,6,22872
20170504,7,22555
20170504,8,22338
20170504,9,22230
20170504,10,22222
20170504,11,22737
20170504,12,23522
20170504,13,26185
20170504,14,28744
20170504,15,31827
20170504,16,33316
20170504,17,33663
20170504,18,33061
20170504,19,32906
20170504,20,31949
20170504,21,30971
20170504,22,30188
20170504,23,29588
20170504,24,29199
20170504,25,29049
20170504,26,28487
20170504,27,28082
20170504,28,28078
20170504,29,28104
20170504,30,27941
20170504,31,27981
20170504,32,28697
20170504,33,29801
20170504,34,30905
20170504,35,31727
20170504,36,32339
20170504,37,32788
20170504,38,33162
20170504,39,33381
20170504,40,33575
20170504,41,33633
20170504,42,33747
20170504,43,33525
20170504,44,32028
20170504,45,30171
20170504,46,28165
20170504,47,26091
20170504,48,24489
20170504,1,24837
20170504,2,24578
20170504,3,25302
20170504,4,25719
20170504,5,25456
20170504,6,25032
20170504,7,24868
20170504,8,24628
20170504,9,24510
20170504,10,24500
20170504,11,24855
20170504,12,25491
20170504,13,27270
20170504,14,29252
20170504,15,32333
20170504,16,33822
20170504,17,34169
20170504,18,33582
20170504,19,33452
20170504,20,32558
20170504,21,31714
20170504,22,30880
20170504,23,30251
20170504,24,29869
20170504,25,29750
20170504,26,29108
20170504,27,29134
20170504,28,29167
20170504,29,29403
20170504,30,29242
20170504,31,28870
20170504,32,29636
20170504,33,30531
20170504,34,31560
20170504,35,32355
20170504,36,33030
20170504,37,33435
20170504,38,33668
20170504,39,33887
20170504,40,34081
20170504,41,34141
20170504,42,34255
20170504,43,34040
20170504,44,32632
20170504,45,30897
20170504,46,28760
20170504,47,26846
20170504,48,25317
20170505,1,23175
20170505,2,22476
20170505,3,22426
20170505,4,22859
20170505,5,22698
20170505,6,22236
20170505,7,21783
20170505,8,21590
20170505,9,21433
20170505,10,21484
20170505,11,21795
20170505,12,22601
20170505,13,25319
20170505,14,27925
20170505,15,30717
20170505,16,31750
20170505,17,31840
20170505,18,31075
20170505,19,30757
20170505,20,30136
20170505,21,29504
20170505,22,29043
20170505,23,28775
20170505,24,28785
20170505,25,28797
20170505,26,28415
20170505,27,27637
20170505,28,27092
20170505,29,26689
20170505,30,26254
20170505,31,26078
20170505,32,26531
20170505,33,27429
20170505,34,28611
20170505,35,29880
20170505,36,30504
20170505,37,31155
20170505,38,31680
20170505,39,31904
20170505,40,31841
20170505,41,31752
20170505,42,31781
20170505,43,31811
20170505,44,30796
20170505,45,29523
20170505,46,27919
20170505,47,25954
20170505,48,24398
20170505,1,24530
20170505,2,24050
20170505,3,24053
20170505,4,24474
20170505,5,24440
20170505,6,24154
20170505,7,23843
20170505,8,23728
20170505,9,23569
20170505,10,23598
20170505,11,23846
20170505,12,24406
20170505,13,26271
20170505,14,28435
20170505,15,31226
20170505,16,32260
20170505,17,32351
20170505,18,31586
20170505,19,31265
20170505,20,30649
20170505,21,30160
20170505,22,29624
20170505,23,29283
20170505,24,29287
20170505,25,29299
20170505,26,28917
20170505,27,28142
20170505,28,27749
20170505,29,27362
20170505,30,26928
20170505,31,26773
20170505,32,27354
20170505,33,28251
20170505,34,29416
20170505,35,30553
20170505,36,31160
20170505,37,31814
20170505,38,32211
20170505,39,32413
20170505,40,32352
20170505,41,32261
20170505,42,32290
20170505,43,32316
20170505,44,31305
20170505,45,30027
20170505,46,28426
20170505,47,26471
20170505,48,24922
20170506,1,22940
20170506,2,22245
20170506,3,22157
20170506,4,22362
20170506,5,22020
20170506,6,21615
20170506,7,21215
20170506,8,21038
20170506,9,20573
20170506,10,20537
20170506,11,20447
20170506,12,20512
20170506,13,21676
20170506,14,22784
20170506,15,24477
20170506,16,25640
20170506,17,27271
20170506,18,27760
20170506,19,28649
20170506,20,28676
20170506,21,28656
20170506,22,28435
20170506,23,28482
20170506,24,28289
20170506,25,27976
20170506,26,27586
20170506,27,27080
20170506,28,26784
20170506,29,26764
20170506,30,26796
20170506,31,27036
20170506,32,27377
20170506,33,27941
20170506,34,28767
20170506,35,29727
20170506,36,30408
20170506,37,30949
20170506,38,31271
20170506,39,31187
20170506,40,31072
20170506,41,30908
20170506,42,30802
20170506,43,31136
20170506,44,30421
20170506,45,29391
20170506,46,27998
20170506,47,26369
20170506,48,24945
20170506,1,24282
20170506,2,24303
20170506,3,24207
20170506,4,24291
20170506,5,23831
20170506,6,23468
20170506,7,23336
20170506,8,23388
20170506,9,22999
20170506,10,22888
20170506,11,22716
20170506,12,22748
20170506,13,23904
20170506,14,24156
20170506,15,25263
20170506,16,26298
20170506,17,27927
20170506,18,28267
20170506,19,29153
20170506,20,29179
20170506,21,29159
20170506,22,28940
20170506,23,28987
20170506,24,28793
20170506,25,28479
20170506,26,28112
20170506,27,27697
20170506,28,27356
20170506,29,27355
20170506,30,27389
20170506,31,27627
20170506,32,27970
20170506,33,28460
20170506,34,29294
20170506,35,30334
20170506,36,31128
20170506,37,31548
20170506,38,31784
20170506,39,31701
20170506,40,31584
20170506,41,31422
20170506,42,31314
20170506,43,31646
20170506,44,30931
20170506,45,29901
20170506,46,28508
20170506,47,26888
20170506,48,25468
